probability
-350.82562419285813
-189.75588372834102
-193.69152263009366
-393.4759606748971
-167.58695551697386
-242.56286571724556
-186.7710929070674
-230.00786762560867
-207.25682290507396
-170.38198815811054
-246.05175967263486
-196.37183586086454
-165.7599740058247
-168.77191715974516
-183.78283570233685
-192.79653343293938
-306.1077787368875
-177.5185446569843
-299.851394680101
-210.36074358620664
-214.6173058735913
-260.17190682335496
-253.26735623842615
-149.2944559763303
-156.3174263768527
-185.3637143362287
-166.63576047497085
-164.33273736494337
-252.35343746884087
-154.73839429643036
-201.96541527233188
-198.4059695083389
-195.75674055344246
-194.27089265677034
-256.07112422601637
-185.05367680824745
-171.46664033312337
-263.17142317367995
-166.63690555864304
-307.9733779954364
-179.142399300777
-153.93642398865614
-204.19104865226117
-224.78071197250804
-278.3040616556561
-188.1975284153803
-179.59684568582736
-203.06245169300684
-264.75377097391726
-167.36078577825967
-186.6535024798657
-177.69442526213012
-206.60097747753179
-159.78154510009415
-208.32549475368285
-295.3604890632823
-184.32780578530296
-365.63696150476443
-243.36801242104954
-223.04974533821454
-238.17354573507933
-184.17456641626035
-188.33189274857546
-166.3101358567015
-144.70981296818545
-242.22203426894822
-170.98942786059314
-159.83996407063802
-166.28967194363514
-177.33966140623446
-199.98158379558882
-203.12108560335142
-155.3353716346277
-225.63870202005685
-159.13841679784204
-193.0761516773366
-157.88018172331957
-173.19381745129252
-385.9105479647783
-172.31500506662914
-173.6174689666473
-251.92697476734563
-178.73533107928174
-174.62344960474664
-173.7306409722944
-157.0921576959906
-157.6646860173116
-165.96934962544756
-181.54211508271123
-182.74267587419078
-147.2468541253238
-183.84723822601092
-241.38393652242888
-186.40804269134497
-224.91250194795683
-212.87814331342798
-341.6705897194808
-159.30085016630164
-180.9074180955582
-214.94469143702298
-234.4298083541464
-236.77059780092083
-182.66381607664985
-215.13678581317976
-161.81899348232574
-263.780436493447
-163.54511396165702
-362.39533981098936
-263.49351699652476
-226.5739243991573
-231.45134929230977
-187.0087449147253
-176.5128986916812
-195.69404259751985
-164.58247765223305
-203.1942468769629
-180.89122066538337
-220.77473293114153
-150.5898050647794
-160.37340544456734
-242.96050900793344
-205.1482417135441
-158.6973389209147
-381.69342470830975
-178.68465109059363
-185.84319210483196
-148.22936803865963
-193.3293601393832
-180.2631699754646
-233.96481017095067
-162.10427841027064
-183.29633692126106
-226.35536403590856
-256.79250188226183
-204.3047990188481
-210.20946266855591
-240.46757030934518
-190.06994593154013
-281.7197711102728
-202.79404125354185
-189.59478573056452
-171.44922209949615
-183.364442168365
-227.78048700741218
-222.83419784648933
-212.8299398287561
-282.54025154267583
-240.01166980285063
-186.084196157645
-173.50027861401603
-237.79014260945746
-235.95865321851016
-169.7546756167638
-161.79225271999422
-250.02725436949558
-180.0359204467152
-154.12890765155163
-179.97909584489136
-186.80894211451644
-222.0971042655488
-249.4294591171022
-222.05552934454207
-162.7282264579967
-183.7315671941438
-159.9351065635052
-228.70843726993513
-228.67843505464128
-217.1919069510468
-196.1091824872214
-165.146261140597
-359.70569098970236
-214.12748573432995
-201.63024933193367
-207.9224419438505
-153.77638166674797
-161.39115804658942
-397.00688762703066
-267.1949498083979
-147.43777590433862
-202.7194570811412
-179.12202252850693
-344.3847206113193
-226.9863847672504
-192.08108163265578
-320.7217215838468
-175.03737845309576
-162.21928060088143
-179.83543953256722
-322.41723546751626
-153.84987378657098
-190.48855866153042
-214.2090382824919
-274.5139192746719
-165.1188391415497
-152.77732666718123
-173.95433813973807
-302.9363062455502
-196.7395815236287
-214.27049745724548
-240.16313216004997
-203.5954759839675
-227.1819427097748
-341.9400519401073
-470.39649059783494
-177.87733117049143
-175.594174767767
-267.0510176927942
-193.42942936579817
-156.20225134146384
-266.602639792581
-158.81485051295624
-166.93569882115696
-215.51637316639355
-206.3551915623857
-187.0200951617688
-162.17745620009921
-231.18030860321127
-221.99937099471668
-238.64307527010968
-194.52731108212524
-202.3584787973968
-154.57423872454467
-221.07008976945727
-372.66697967434874
-193.1996462024538
-181.16937407513842
-156.86248334570357
-156.82544668371943
-272.9166879070371
-278.1670734875111
-204.68311700904866
-205.7570814988307
-269.2685474514293
-240.44501225781988
-153.1332516919094
-180.04148796629246
-425.5454959236003
-176.90959911833343
-164.18837709459646
-194.86185737677033
-152.09495582695362
-172.77442331790292
-165.14178249132232
-300.8239826129083
-170.8728131927826
-215.41491924239364
-228.5574388619081
-164.24300677152772
-151.28100564439933
-224.2005929313848
-166.1578798536276
-185.49691577002818
-169.54843722770752
-195.25737630435316
-389.2053677961014
-163.39938046625144
-168.46714075498275
-148.23891058358214
-248.93890644474865
-184.20214149344648
-190.71848198859567
-160.4571794708504
-255.35052463489546
-203.47948430731574
-238.1419662047051
-194.55925416849846
-188.90027350225554
-188.7471767506006
-293.5880467906069
-224.23840769858862
-185.1155044842816
-217.0941816098776
