androidNL,swingNL,javaNL,javascriptNL
-698.1156984840752,-687.006617303211,-865.9857397181889,-853.3611970192096
-657.76597656616,-634.6564395038905,-841.6575152758356,-664.8354108544229
-699.511200106102,-511.4687205000518,-698.9543620098304,-833.4094493923154
-804.6244404320734,-525.5760692583466,-855.4561912579154,-678.6140768987802
-714.7452291956872,-672.4126373030246,-899.8241530022351,-739.0786088884302
-818.7295606055832,-763.5599307069831,-893.362728639506,-612.1979564206256
-803.3593607094929,-645.44346401198,-808.847488743834,-752.7058689596843
-783.7433383308908,-797.5688938208405,-750.9254843199448,-565.5888656474394
-834.209069470707,-753.9444392504668,-804.0694134203313,-654.3052738087141
-654.3844564659782,-957.6131496948256,-650.9447559164742,-963.2026237019512
-751.6013476076351,-657.1264937962994,-864.136907062721,-641.9300209283738
-811.4430040790813,-737.7792079982879,-551.4633092921764,-604.976810123208
-705.4951923367105,-646.7941168108341,-726.1583689883535,-377.94770513949425
-467.17563261375443,-830.2951944527777,-718.4494466152923,-911.3077949507581
-776.2400848219303,-523.4924983238988,-644.0032753058042,-433.0350270537309
-477.04626034262327,-567.9944397715337,-1021.748283290201,-949.4154520083167
-722.098829066704,-758.6437821383018,-793.8253708473604,-607.0144905519782
-668.9543127936861,-498.68817845112886,-793.0177027013314,-665.5317852638616
-785.3911135709352,-451.8430620769417,-1025.4064415705084,-571.4893960424035
-554.4536001584606,-599.7367339501129,-1090.0746232783613,-667.9927349194907
-642.6902995152789,-773.7438656507645,-594.7878353767393,-580.1131466187107
-590.4558959909709,-755.3368767468148,-516.9359458714209,-777.0709629249975
-751.3700780064028,-646.378123193688,-748.7472935270822,-850.3782541856253
-677.2655077361653,-603.6322486817733,-741.409046313643,-628.059593988372
-625.7352567755893,-608.9349558497369,-640.4482364324102,-632.2113704389229
-759.2895278714265,-935.9430099056368,-827.1208947130627,-1094.614187170212
-799.5489443338746,-694.2842495128881,-839.1435309538094,-702.0896459166183
-693.8514145326174,-778.6112898203983,-747.7233503199925,-731.0800830996293
-922.5876909845539,-808.7134954188111,-686.8338974127366,-705.4181871916634
-943.0305001828848,-521.4228684183377,-654.0577390763427,-956.5938301452176
-639.829024541392,-425.618370124403,-797.3032711094249,-672.3045945858432
-948.9186568424003,-705.2750484803604,-779.4408037892177,-702.6719293394585
-745.2784454717516,-636.8290431452676,-1016.2298019108271,-763.6669123317836
-630.4973452353975,-607.1116973167032,-661.5548721960225,-867.4242746474633
-883.95530385399,-738.338594629924,-825.3642418787726,-600.2252101536697
-834.8137159375209,-663.7433095005665,-658.3833433041575,-842.1862599733679
-611.3724597660091,-836.0524247737662,-841.2183488191504,-660.886065063401
-896.0796123250766,-689.4320327533267,-489.0896953109558,-518.5274997347341
-598.3034618319167,-752.8309724207631,-764.5100569115639,-635.3293909230299
-677.323617518395,-624.9278051154402,-602.8767246366988,-887.8672159263122
-785.4020783741626,-730.8441026376322,-638.8006635069536,-706.9214918907841
-651.0036603323665,-611.1660184236423,-772.2152326075995,-720.9819902667125
-805.2400903470458,-744.0607537758985,-412.2155391067526,-731.1324859943979
-711.5222836067478,-531.9896496962557,-816.0667764355394,-812.652718778259
-723.2020647263516,-664.1941432746858,-592.7371401819112,-672.1144147347305
-869.1988785438443,-787.3121904291047,-811.1345763235349,-766.3147680973879
-693.8056775256952,-578.0244274168413,-799.4169909520069,-693.6290569240762
-869.5560435955391,-500.1979612880365,-735.690769990925,-735.8751857597532
-693.825243584608,-732.3187507285609,-770.5347929694781,-929.7692618305492
-980.3857656656049,-805.9854777372011,-865.3688600847368,-699.7793655418518
-800.2318124960029,-860.143377793827,-582.657796672349,-576.8248677870372
-812.5008288089482,-835.5627960827533,-754.5037010924052,-623.1190786706716
-863.4986355297798,-785.4848644330764,-782.7590468138114,-958.7640568965992
-808.3221023438902,-617.637071024607,-650.1856536016824,-839.2086500263904
-762.8262578060775,-702.7608995369368,-911.4054811332476,-622.3272554497233
-678.827286564549,-802.5314762941081,-704.3247414361726,-729.2969055684234
-934.7509080529126,-713.8224509250881,-945.7403323125794,-571.5446599223458
-717.2167956119868,-849.7677993383081,-959.4098178578083,-785.1690378096798
-771.4541143765589,-729.1654822262725,-759.1960924490969,-911.0651272900938
-858.8893303799423,-578.1502239235156,-668.3333381295969,-760.2486143628028
-905.9670464151745,-623.938817370063,-548.7688357969992,-896.7174456390727
-805.8132419105802,-636.7084772711264,-856.3247877595338,-610.222451596235
-833.2404749882928,-826.0551892400505,-561.4765447878914,-742.274661372609
-625.4109871263231,-781.9481489725363,-777.5836557466899,-683.4667879829859
-852.356073144586,-695.2990708889046,-594.8445115962727,-715.8987528029672
-943.53771583549,-643.54895069816,-662.1987016239569,-1057.04829410707
-765.0632601435404,-639.3890425088118,-823.4220716866924,-597.1909865315612
-903.586882465436,-806.3866310187951,-675.0343951130815,-900.1480725410349
-713.9524698470946,-654.918836998398,-786.7223228289491,-708.5673594358885
-880.0937606099866,-640.4551541344781,-709.679847630036,-569.7542111112543
-543.7574259821179,-734.5207743337947,-857.5600566202971,-892.4060102086916
-547.2301816070872,-727.0708824164576,-662.2404713886069,-741.7918763312397
-658.4824248445776,-820.0886319786696,-666.7495468648468,-547.8364951484814
-958.5472531493524,-604.2914012282657,-1013.7607243028706,-685.9822477866378
-697.8217204001382,-614.061401454121,-460.8915303947544,-702.1324708973203
-881.9206039017804,-525.5429496089732,-898.1610943625408,-769.1252037628637
-870.7802936443354,-624.89374643123,-810.1154731247057,-716.5825531861265
-768.212535246834,-659.1597377588579,-914.0541588792885,-864.1953534273031
-911.3721939256375,-818.1860686655633,-1031.4919713634376,-671.5207019856435
-613.8345612707614,-687.3458168221443,-680.457613620534,-693.4476838888838
-929.89190541988,-568.5130056250289,-869.9450033625986,-633.2521136560985
-781.9385101835858,-754.3772849462042,-715.2339435912993,-693.8395299299937
-806.5595953458453,-553.6016834875506,-822.4469755011027,-628.6841259091789
-715.629817441594,-688.1941800821709,-860.971029419783,-544.5517762633237
-549.4301044125168,-732.6590284563135,-617.1740781098856,-732.9279249884142
-759.4553846103439,-783.0890071393757,-518.4979040790903,-912.368743070452
-653.3222503284975,-920.2060660646509,-684.8283535229245,-627.2341380835477
-825.0803892260824,-882.7163329177675,-762.5578318368557,-706.766921513488
-433.1866828665178,-623.7204981315647,-619.4991256767792,-661.3139906239094
-646.9709351650399,-462.55139388089964,-829.0327494034336,-805.9993497878522
-750.0774265621191,-907.3287547758434,-757.3469629094261,-714.1611835591898
-897.2232400473086,-597.6321563290339,-808.9998705196424,-677.847178441919
-802.6331994676954,-628.035805492418,-661.4403378506231,-629.34143415038
-673.7645939450939,-617.8291935348034,-715.7898062134727,-696.5977970831027
-848.1719496687814,-730.6873586870772,-692.4313989629309,-681.7309300335261
-739.1546426110866,-815.8247645126719,-898.5235332216914,-659.8567116766658
-574.823629448024,-687.3965738309182,-938.3802780706465,-836.3367157801424
-667.4933785932649,-789.0541460584191,-596.9158698099272,-598.3070754947726
-847.0068286089722,-911.4259110968535,-801.3429184352436,-774.6255418767389
-823.4798877851465,-563.699761491996,-865.0271756168728,-643.3178349709091
-857.0763736437733,-597.2225509893128,-756.1581554785773,-654.0846561491157
-572.7437115081143,-610.4920171872625,-831.0899692627701,-488.4141229350191
-1002.8298071227482,-584.0733323958812,-1123.1796769432167,-732.6137547841458
-915.3997353482437,-743.887605897409,-618.7306707733591,-516.0294467221584
-803.2782557683634,-736.3396539725799,-664.5462493339629,-705.4858435029133
-755.2793575548527,-770.6606983684763,-751.0261338048672,-832.5919794024067
-922.8001767833945,-692.5679489833196,-736.1226420952817,-808.0847731581124
-800.6256889692625,-793.2336729464877,-708.9854707192283,-800.85762860579
-812.013332277369,-816.0276807925052,-510.6603161510733,-516.8014764959461
-513.6591495404072,-660.4117478434557,-939.7643785581718,-684.043673908398
-952.3570198945902,-660.8822649303784,-748.5554265834443,-801.2578030723257
-829.7883072555692,-596.3432852505391,-671.1895704905702,-744.8130013722664
-802.6027312558596,-694.2680843952688,-821.7880791403502,-609.9078878527118
-551.0447451426546,-851.4864916255659,-781.1397499281845,-454.9018437200492
-719.9265232579395,-566.7236371570697,-625.9588877868451,-673.4593438728523
-752.5101031812453,-880.5870308298149,-584.351897931681,-603.2976889888332
-681.1691727839946,-654.6113082002408,-665.1359556597778,-827.6384202476112
