androidNL,swingNL,javaNL,javascriptNL
-1574.7089166685053,-1594.5352332399575,-1636.977012500602,-1326.6537849180143
-1478.2250051032688,-1763.947192022963,-1431.8105432379414,-1509.402847858356
-1465.7679516113028,-1418.2830880209663,-1508.3186653555638,-1513.8154088128954
-1636.6260535495203,-1833.2380062588131,-1500.374690767309,-1416.044919997993
-1539.674325797755,-1469.6454723319785,-1452.4669538592834,-1579.7761265664105
-1421.7630917372685,-1383.0639466858152,-1554.071957236943,-1718.7421192491165
-1132.863995324549,-1579.5007138242445,-1471.2295218942945,-1448.7423676181015
-1316.0679049324392,-1482.8855870610976,-1574.0363783022112,-1659.6454321952592
-1493.605238819925,-1513.0641838979566,-1609.4182152925396,-1640.24193566115
-1262.992195707981,-1539.4301916767747,-1817.458064830072,-1449.7898769851477
-1573.0654086919828,-1381.3459563023207,-1433.5321749434459,-1568.1008983629758
-1499.7977020997157,-1540.6840037641737,-1644.386448131997,-1616.2905512279704
-1496.0112685793906,-1574.986175141064,-1611.0799135352424,-1491.2160161797665
-1566.5063463219012,-1497.941568607416,-1580.0842140700697,-1430.7368650199048
-1275.884201111765,-1657.6405072308985,-1596.4020172086962,-1525.959636222915
-1499.6456724350005,-1663.6296822612567,-1412.3936024659972,-1615.0347313788443
-1383.1136860040642,-1571.1959061342409,-1471.500826110937,-1589.9036757818633
-1649.870574673117,-1723.5270889575381,-1458.299803808096,-1588.5915072577218
-1528.244149857974,-1468.7750393021402,-1327.8391346290773,-1490.3161532861177
-1666.1340304852074,-1736.9232508466796,-1453.9339658180743,-1432.668083777145
-1620.3097566027413,-1449.2431304135193,-1681.6658395689706,-1588.5178259837974
-1469.8393193391398,-1560.2532200984988,-1658.7178954208705,-1402.6510423801296
-1614.5052471829058,-1666.2358920296392,-1454.7690299857059,-1436.0480216072415
-1603.8802603594086,-1561.275958973824,-1687.785011739753,-1734.0082079910046
-1512.5852780179175,-1512.0951981618314,-1735.3842434982967,-1476.6493262634706
-1570.3140415318683,-1295.209079626542,-1383.7608900066766,-1266.605087507796
-1463.0357191213989,-1614.8189325363664,-1328.5407040766686,-1581.005272023177
-1564.5595796864468,-1602.4033047736148,-1602.3555789174115,-1567.8161489307688
-1310.3771713025608,-1460.1686231924227,-1454.5646652262403,-1406.5112918730485
-1499.39422727719,-1588.7305525045736,-1699.1190805147378,-1344.587393574217
-1474.3417506790706,-1617.3739432582256,-1523.8663769146526,-1503.1769643412176
-1363.7931486727439,-1394.171334892127,-1159.0148473100842,-1639.6516392847007
-1522.1003997566281,-1535.285474714571,-1368.9178687778992,-1561.749251318954
-1587.1480201719535,-1552.6278082346134,-1496.3334873354586,-1360.5696179572415
-1498.9082797359633,-1499.4780143388482,-1505.0103664114947,-1700.1825328527505
-1337.9780412172113,-1400.7528406231206,-1562.3065129687607,-1547.4312220195168
-1553.1573325386657,-1458.7227032922237,-1612.3024432687043,-1706.7399585221574
-1512.3472094720548,-1508.8008728890775,-1524.129306585897,-1554.62953161776
-1742.888336341971,-1651.276846490725,-1262.2136792557435,-1760.1941670961642
-1479.5974291294747,-1564.6687927177813,-1598.0278047425381,-1541.3109894372542
