android,swing,java,javascript
-140.4771740218559,-405.4263534684141,-209.83286241882047,-220.1585525033244
-227.00022847241152,-108.28939052845348,-209.48888296622795,-270.7560056013698
-200.59588662315846,-439.2120247266711,-258.0295809149052,-302.6833062587681
-297.742189259582,-301.6408587803031,-391.22713266704454,-338.1859962613347
-244.7216433353675,-281.5326837154958,-248.11980885365986,-223.79663620092333
-390.49370672939006,-162.98812404629672,-223.97170186986875,-325.0252745295543
-367.30710735603424,-234.38035437021188,-280.22089650454586,-252.6117641999666
-238.13741329400736,-200.1850930583323,-294.47119007566045,-324.37526897869225
-254.06262987016828,-271.14641572016023,-278.8877191984599,-281.1448931345948
-272.29420954610134,-259.5456200218308,-181.92039215528612,-346.33003104265697
-296.46157452523596,-177.23905705256706,-339.3154934980473,-246.81192180809762
-297.90802827098025,-242.46211850040282,-224.88900600327477,-304.0196348960992
-370.7674872534757,-265.221642894043,-250.87719702984845,-156.12362098987165
-231.83112303439844,-387.0585439113014,-403.9877715737007,-191.97501421061338
-284.3455334668239,-236.57537666520162,-420.86619576339086,-262.80842241811615
-155.23362547840287,-209.44006804522508,-334.0285004289755,-282.3505021763139
-303.33398925126664,-293.83207922560746,-199.68406520659704,-238.3301964067343
-289.93189416562006,-109.93501444094754,-256.2759462833808,-271.9638016251929
-329.6008506853596,-164.8557906578735,-367.10551833386876,-169.28215182446274
-285.43160191811614,-156.95808914533222,-243.1110984844813,-215.58912319481976
-267.523970456002,-285.1513827672048,-352.22466504245233,-199.36138875273792
-239.8499775083219,-305.1446588367422,-195.07748504118706,-330.72605380835006
-453.2815898922275,-235.81282913319853,-312.99140158606815,-261.2341511916824
-377.2453820025675,-164.20389541959327,-165.01169054601561,-278.53098683922184
-296.9017006657135,-209.2045071775808,-291.64233849971004,-306.38958875680777
-301.33774707109467,-251.63000053345007,-264.45093745449105,-211.1530621464591
-208.575203768814,-275.6455918095029,-197.70902947731986,-270.4327880384625
-237.9674926734946,-170.9151587251096,-412.6746056642752,-369.8092508270834
-195.14107099745536,-250.3112500670658,-221.96968569022624,-153.87926273323234
-289.9228747424385,-202.62805713434253,-341.43831399017756,-288.66287988944333
-222.60569172749388,-174.15466500530604,-223.34160752489285,-220.27577078900703
-285.16357897063426,-348.8948245040118,-244.74128498967016,-315.4361729936501
-225.14554844662376,-320.4379278659132,-311.81994395474976,-278.73860985323415
-310.49828049782013,-318.7416208811295,-286.53645824371654,-388.5751904175825
-252.45622134793132,-156.03661587423665,-376.5214991004751,-208.63801406666516
-310.49942227054214,-254.41233705215984,-276.96639951638565,-254.25924837862402
-262.47229373009907,-216.77124525883136,-240.47811938650085,-229.09964096486408
-286.083950986464,-259.5105942999335,-323.7620486204344,-195.05149265778704
-216.7069113643779,-234.70183810477013,-248.13134251561905,-184.92389719166334
-286.95023743538707,-259.11481323808925,-159.14739321611216,-333.5130290333537
-189.154866454772,-169.0624555899283,-353.1008230585867,-265.9789003229931
-196.74552191283362,-252.97288991201762,-294.08724103991426,-231.120688764961
-280.03237049542037,-284.06264757502566,-316.9835780586077,-287.5838539865931
-348.9926964450202,-236.63945667137546,-228.86329561044204,-256.19395187792
-211.07680264991586,-225.94103296869693,-327.2703412246123,-243.64686090774097
-295.2459975411941,-245.24993684424211,-288.50974838430636,-249.5839589942097
-339.6057993595922,-207.1274776106216,-235.94419127426835,-198.24090215379704
-334.0541143330141,-182.3789882617694,-324.31849573526677,-232.9650713620746
-306.21386020298644,-253.9255749190804,-359.3999412664631,-207.914458521053
-238.21911123342613,-223.08380746329817,-417.57751284550136,-203.83982352604636
-278.5130445377795,-244.75453371367368,-345.3438256546071,-266.75240348345244
-246.74098245067728,-289.2839057854072,-358.0623206817217,-361.71136683949084
-366.6680958807691,-210.87759825762004,-260.4909884268674,-422.5300528906298
-287.0949066636199,-215.39298261398008,-319.49384396609645,-191.45249997438668
-137.69036396752463,-171.12808756361684,-284.80450821823797,-254.89178425447565
-211.84619377023816,-172.9175419117472,-289.7029090608859,-222.97046903493995
-235.81649069264003,-219.79607991742262,-310.1256395412948,-347.6899165819899
