android,swing,java,javascript
-140.4771740218559,-405.4263534684141,-209.83286241882047,-217.56490930846175
-227.00022847241152,-108.28939052845348,-209.48888296622795,-284.2534187002064
-200.59588662315846,-439.2120247266711,-258.0295809149052,-302.6833062587681
-297.742189259582,-301.6408587803031,-391.22713266704454,-338.1859962613347
-244.7216433353675,-281.5326837154958,-248.11980885365986,-242.7662796689423
-390.49370672939006,-162.98812404629672,-223.97170186986875,-325.0252745295543
-367.30710735603424,-234.38035437021188,-280.22089650454586,-256.52313780812716
-238.13741329400736,-200.1850930583323,-294.47119007566045,-291.29409544857907
-254.06262987016828,-271.14641572016023,-278.8877191984599,-287.0260532692967
-272.29420954610134,-259.5456200218308,-181.92039215528612,-343.2634782781237
-296.46157452523596,-177.23905705256706,-339.3154934980473,-251.52461027000035
-297.90802827098025,-242.46211850040282,-224.88900600327477,-310.8776275239436
-370.7674872534757,-265.221642894043,-250.87719702984845,-156.12362098987165
-231.83112303439844,-387.0585439113014,-403.9877715737007,-207.15025364176694
-284.3455334668239,-236.57537666520162,-420.86619576339086,-264.61445233896427
-155.23362547840287,-209.44006804522508,-334.0285004289755,-290.5755894295474
-303.33398925126664,-293.83207922560746,-199.68406520659704,-235.38846258308732
-289.93189416562006,-109.93501444094754,-256.2759462833808,-277.2739857976179
-329.6008506853596,-164.8557906578735,-367.10551833386876,-169.65448470447922
-285.43160191811614,-156.95808914533222,-243.1110984844813,-264.0007996301347
-267.523970456002,-285.1513827672048,-352.22466504245233,-225.9546124382266
-239.8499775083219,-305.1446588367422,-195.07748504118706,-330.72605380835006
-413.2158621887441,-235.81282913319853,-312.99140158606815,-259.32497259558824
-347.5629445516723,-164.20389541959327,-165.01169054601561,-288.80989628765616
-300.7498924797085,-209.2045071775808,-291.64233849971004,-313.6946880845743
-303.9728586886143,-251.63000053345007,-264.45093745449105,-204.7217260836679
-212.19874047480712,-275.6455918095029,-197.70902947731986,-286.4434004839605
-243.49909674386438,-170.9151587251096,-412.6746056642752,-353.74719272429985
-190.38211881238718,-250.3112500670658,-221.96968569022624,-167.63069295535425
-291.6685529742007,-202.62805713434253,-341.43831399017756,-297.65572409849375
-198.93942761271572,-176.94510198927847,-223.34160752489285,-227.9405079029439
-290.48554702969665,-323.2126298484155,-244.74128498967016,-315.18034032204474
-236.51107454766418,-316.0678225823804,-311.81994395474976,-277.58033244053064
-309.0935544020347,-322.98850248951993,-286.53645824371654,-405.3008193654391
-248.90478402223712,-168.07452001439904,-376.5214991004751,-207.21063448556203
-310.95156673188893,-250.73720411210797,-276.96639951638565,-264.6046492737517
-267.7627693745365,-220.0586456446638,-240.47811938650085,-228.23918705749855
-268.86016449884664,-238.3212710537001,-323.7620486204344,-198.44719843000397
-233.27830530762245,-214.96203131302056,-248.13134251561905,-193.10272023229456
-302.62858002198976,-254.31542853329816,-159.14739321611216,-325.13953715909685
-180.27787173550374,-180.19999827293793,-353.1008230585867,-265.9789003229931
-176.99302306677927,-242.28448689301862,-294.08724103991426,-224.0483630904276
-287.6410300627782,-323.79815894185987,-316.9835780586077,-287.5838539865931
-332.8480693259416,-203.5960339028245,-228.86329561044204,-264.12890586382144
-224.5244618941988,-215.74522902561057,-327.2703412246123,-243.34576033564366
-276.611818128551,-236.94600765116436,-288.50974838430636,-266.76447299387934
-314.7472069028881,-222.25593900400887,-235.94419127426835,-271.7415937706575
-328.6084746054737,-183.25307613581845,-324.31849573526677,-248.34640346078623
-330.57840951256645,-237.22443605091982,-359.3999412664631,-218.77160964018313
-240.5995411918571,-242.25488218115834,-396.59847659994784,-206.16671747771645
-281.6019077483353,-224.22414253659835,-342.50120841755125,-278.34535883803466
-242.96290317844074,-289.3640711526342,-358.8347864878761,-340.23203142172287
-367.4448460374929,-236.81977728473032,-255.15334652198166,-422.5300528906298
-273.4623353098415,-218.8104644456941,-303.1891621594842,-201.85923654544243
-155.75833336523158,-170.5595342709737,-280.0201111739524,-270.8455758081057
-226.64438162134914,-188.88014359360034,-282.84338452894053,-258.56047148013175
-232.06095848983296,-232.99012436839803,-278.35993742981674,-345.97600994204447
-350.63067079646817,-242.83308148726286,-293.6443039489677,-273.8151351522465
-344.6209918682142,-406.186537981328,-276.3693450492487,-404.0589207975544
-316.3746172581179,-159.65099299980236,-284.84159643631966,-432.83643716946335
-295.9190114799934,-204.91418453637198,-239.20325354497035,-256.90922496211306
-241.11584488168944,-206.50388796700236,-208.7014453106884,-287.09496468410936
-345.7995972648724,-249.14615870095707,-176.8982327086991,-240.1211146537472
-317.0780819650387,-188.50972316383218,-284.625550958586,-219.98166648508985
-342.9709689358773,-253.82499263036573,-344.6654191827086,-226.81507255336385
-340.084165040302,-322.68170984022913,-386.7820366015906,-423.98840694114995
-255.01769882125575,-221.4821298428294,-351.53083747589244,-235.11440377823553
-293.0979588636552,-284.43466728704135,-241.30476900749272,-303.2021381728231
-233.5179883044021,-292.3130299827989,-256.6664385752568,-294.1321410345355
-327.4155760554985,-243.5272684099936,-265.845630209297,-265.9552657906398
-282.0928046021604,-259.8688501056985,-297.4235581167466,-313.78631567331115
-148.4023168934777,-273.66621197462007,-306.5893446419273,-121.13361053811677
-309.8355369258705,-270.7462505771034,-287.2282458313313,-244.11409711035205
-220.93134328628372,-224.6298036088124,-333.03695519971683,-204.10175280787396
-328.22640546944575,-244.88864017973341,-319.46698945199086,-269.0841225466742
-309.9073694053775,-203.20956936336785,-268.66183401877475,-279.0948209323157
-309.1953914391705,-266.34342078884725,-326.14173877305944,-285.1374362753057
-324.00649437047446,-277.1328354763621,-332.2711573543672,-382.06320955359394
-302.71147960353017,-344.1896841808099,-329.4750474397784,-228.1592671198809
-260.6004846654766,-356.7853014409188,-314.59538935089137,-231.7919494299193
-279.22104650020964,-284.5846620159948,-308.1688961526188,-210.51512562591182
-343.0887114384913,-312.12540489626195,-302.5948347491855,-364.4217376524818
-256.90660343944944,-260.5455337837554,-312.6825671299793,-253.87025079393032
-326.7875456942913,-237.85196415730692,-286.6021417005074,-329.1104720740508
-204.89956790073515,-233.49753439814998,-179.13133360829997,-264.47053177591215
-264.74473811611216,-310.457326861747,-338.3286492418242,-235.5492470291181
-208.29726015686833,-229.37781218276285,-296.2818484131805,-259.7557034164928
-230.3556084816681,-352.22509171959916,-370.9407086145689,-230.6504491251084
-343.52028500626636,-261.20855307643166,-274.2755665962355,-241.09963660432356
-312.54461629365267,-284.01103700252963,-262.78988321123074,-310.1891092242429
-287.6855911774186,-250.95571343006432,-356.97690612984246,-272.59842460914905
-242.5450236608707,-284.10087336345026,-266.6046334281566,-188.20120509038117
-328.43730338397125,-290.7483473773816,-227.15293674288145,-279.3294502227826
-174.9905945109574,-226.6003795925948,-315.19087519093864,-379.0285283837695
-382.925028247708,-300.58310798085455,-354.93010040291165,-171.75395463283152
-235.49723741093396,-297.622702344601,-309.91760808347675,-334.49673135540473
-331.2809788155886,-239.28388388990464,-338.0259877180858,-299.79983043113526
-295.5937538109556,-212.5318099261962,-365.85717105826944,-263.760329322652
-250.495233054814,-284.4761531372976,-318.7454311571729,-219.51339139340445
-319.63102424618563,-202.35163644890156,-361.8192775037585,-229.9873101476096
-245.9233917140963,-190.16953798229295,-401.25606150999715,-296.96616701281766
-265.47278806362067,-276.2674561402703,-315.1975228992227,-247.86607257808066
-317.5589313740564,-187.0437251806845,-368.47849954765286,-274.8416813802356
-280.8885916662744,-187.21723669066887,-249.19906469788262,-168.68744351018424
-272.8018577719179,-242.3067611907633,-298.52243800904637,-240.05049139480323
-305.2426156474003,-278.913813406978,-280.4305607028921,-198.48774148162602
-311.9460587805614,-239.9540096794194,-358.4867156057852,-189.39642594986378
-282.2935112791219,-280.58243367879334,-349.0520829901486,-208.18817460321054
-266.0671733829988,-252.036660205261,-313.1620386926013,-193.64521122484732
-278.4461818810217,-252.94641251606117,-319.85489294411684,-347.10058764888083
-236.41223233894888,-315.2233498351131,-246.32827317671843,-313.2557733347501
-250.84035151038253,-379.3412902775005,-184.95403301292612,-335.6309516315221
-240.12227801269574,-229.93844010125477,-339.8527336555662,-275.48411118822685
-211.9632809907135,-190.1897446465977,-262.09114458900194,-433.3888287851687
-335.2578064940705,-239.55403807888385,-300.2000747709715,-317.1237198022496
-312.1550006453102,-234.08908425193013,-238.67740645414042,-172.36163930564288
-253.56072696529458,-246.1125945243853,-241.9022029904013,-325.4447721684432
-324.26446784474155,-253.28458720819265,-334.43465748853635,-356.17677110347677
-301.48532359089626,-273.58856807425576,-303.90286992869403,-224.49432591698917
-227.54371469338426,-260.8841989182454,-297.8923779455036,-307.51036431330846
-260.8394410807064,-177.43431848448824,-296.5665266131888,-278.25126335692465
-307.2583112184283,-194.92942257424144,-281.9867084449263,-349.7773152402284
-339.2842821253558,-277.6617815075108,-228.79549111361862,-291.01215391666517
-309.03092802741287,-190.44415854246265,-185.34346369748837,-405.32506650988296
-311.32513534490215,-259.45409926102235,-175.12807092663334,-284.3928368103403
-275.91318977195306,-206.90222615460272,-372.5794455228757,-219.33152590586732
-329.59185254095206,-292.8796299196521,-351.243567946688,-244.51764444259655
-254.8982633391171,-276.4542942164321,-316.16859283318064,-273.81928910497254
-236.9609010734592,-242.50420186151723,-296.85702720783564,-282.17204171597535
-226.88875214193874,-210.91779854073343,-303.7170451975186,-367.6633360631804
-331.7960740561068,-213.66112746064383,-294.6836246652122,-251.16723149824603
-288.0699055527727,-240.97627596631756,-269.7063251251167,-138.11143877080679
-294.4760887555383,-236.3891993956167,-298.35189373810863,-294.0016991658186
-307.48564419675586,-269.9857238266144,-235.61505976444568,-355.4609448968533
-268.0446676475177,-216.29533948861166,-317.8429833634453,-385.67749629658385
