android,swing,swift,pel,matlab
-19645.785790542675,-109075.22022250938,-75553.43063422682,-24311.95803826626,-21436.34543677577
-144214.03748275252,-45140.228924994626,-174815.66079257123,-30962.536316727143,-12960.011016553752
-38246.30167988143,-41047.24106680257,-127548.35190280977,-20882.716326544592,-136324.62604760466
-18410.82967748076,-224007.30417345156,-64999.38770180902,-139133.6876829667,-13462.680372260824
-93643.96319445455,-385059.37157669687,-392189.88495244324,-10183.549558805067,-67199.1349569186
-47264.35153573895,-27021.571652421677,-32745.181796707922,-120165.67822552416,-16815.2979453253
-44027.91010368528,-91734.6533720748,-27779.596707881057,-65631.55002810061,-77165.64347557779
-70523.43099815448,-71874.82643120943,-92728.8561611121,-75467.73019858675,-10334.201360887679
-66201.97175516332,-206661.8469253726,-173050.48372817703,-36033.79379121923,-6124.570293354029
-109826.04254261278,-130298.52115725749,-15210.424439400336,-39485.943662346224,-89299.85265397628
-45062.70062795666,-47569.527665642556,-75159.85460990279,-21682.926629956648,-131860.10800915465
-89208.51136685783,-112595.47369800054,-12978.728491220101,-97466.65399225173,-154685.7780266676
-190486.0756083695,-28994.71039071815,-65241.30660585641,-14557.757063769603,-67663.32228118413
-76510.55350712012,-72638.2927327433,-227311.670581965,-100875.56826910799,-29788.625542130776
-27928.688228621635,-178327.0229430935,-99115.82632662037,-10164.844012504891,-46996.317143665736
-199184.7671452893,-111219.62222702464,-28469.58290074641,-61373.476169009096,-74378.01810676233
-31331.611123268816,-131521.68588842568,-59308.7372331252,-172441.54026313272,-44158.26676216122
-49583.49937735,-46483.707338038395,-71209.17391898013,-174087.72467666114,-39108.51507383609
-276322.8317435087,-47406.58745561216,-27555.208622198432,-30974.78975347997,-56695.039081794675
-91881.48474658074,-26720.3687510921,-93379.69885305344,-46161.01393243995,-71519.71667242341
-74477.97001950137,-39100.89584293612,-329861.03232191544,-47317.375386328466,-55698.780933792215
-149931.4908410375,-82387.02054994002,-56058.89310427985,-42833.290969908456,-26480.369869251666
-28102.747712539753,-60468.660093727114,-310984.44440234406,-99730.33962891785,-26575.920967017442
-28456.250622053536,-142937.51478816394,-35143.718244167896,-25905.97095773362,-73452.99773477843
-33635.78999262894,-37463.715308825995,-91182.15044995576,-162391.14742784863,-54548.92596394275
-109335.95099615856,-96219.8877785664,-50198.290087540525,-83363.71228738505,-35792.45750672393
-185300.63091717608,-13889.750143910944,-247995.37673462016,-56492.99568696893,-24395.263551487238
-25579.7583144269,-64420.76902263117,-89164.78164510218,-77170.81882288225,-53813.426052667244
-32127.75666407916,-19584.18827622995,-38442.76463937251,-41685.77029950357,-49917.83992267965
-37529.08579347866,-33741.17550005491,-71771.38279920937,-44753.016623661235,-65181.46068365767
-26448.01548813755,-92668.97443474707,-26907.888578797356,-56906.372465065375,-27272.60103255555
-31470.48038267839,-103204.29796550485,-126948.28992132387,-29264.989848246692,-22122.229485838023
-51640.5673794741,-71782.51789956781,-137250.2303969851,-68662.0201979671,-101725.95440746982
-38744.521376127945,-97836.03061712487,-134863.32371261873,-49873.73468047204,-110067.16768574188
-32198.637331799535,-95083.58193882242,-178595.7213633921,-30768.0399456579,-37915.21231683915
-280580.9361446553,-44359.994327412176,-35978.32548769377,-107150.88353060039,-71088.07523144035
-49952.19488544265,-267155.27531190444,-36721.23910283116,-49747.4788993851,-27061.223060842218
-34814.46697697152,-134414.168039673,-3042.436087891339,-71545.89130180926,-29787.212762178224
-38293.970167208194,-248984.53385030697,-6847.772416378797,-34647.93169233685,-42014.75417042453
-71246.46377505739,-27875.52549920153,-310282.5242336504,-15237.9037786527,-33061.94792951331
-8937.802624802123,-195620.56722943907,-64666.89166256188,-42408.78918241657,-147712.84482906328
-16569.93197388418,-145894.25235503324,-103120.50409265488,-11515.13790171581,-18739.471425224765
-110768.55119854788,-74123.95629744101,-13202.187555364839,-84992.30605513266,-26471.84679031391
-78272.89373660108,-81312.2459373691,-64311.68648646315,-37506.23479105871,-58722.361886524886
-38724.66978468151,-81759.61625086624,-58571.67534559113,-23074.988390183742,-71473.61834121218
-225526.46377306955,-58574.12850624295,-175768.9981474753,-42866.03229440559,-42087.11203264742
-39414.5142785316,-142110.4932305399,-75814.57656252719,-53685.14278851188,-26600.735769189054
-25461.09192817323,-30245.425310666178,-330430.4760515258,-100801.15761563194,-18983.695584957408
-188966.4302155036,-45278.031100122666,-63898.33333440183,-28917.0144269242,-39049.3066778333
-38128.22782769472,-29176.477020318533,-62774.634349867425,-106448.60760460616,-103116.70011565312
-101544.93015745461,-20473.867202624715,-14806.384277359399,-39693.13144404515,-31218.600259984305
-111392.57731394135,-24548.5943093352,-111933.87569699841,-40849.61823536425,-89916.0813066144
-30833.135766570515,-59123.98056132044,-39260.53794982949,-35094.093608680596,-30846.9255241449
-31136.445866089693,-57407.34143796317,-23652.1269634879,-50581.21785140237,-28881.49582163146
-45460.04282905102,-68898.7483881008,-187183.9591089531,-56557.06521946774,-26959.859366388988
-55033.50976530726,-30200.111598280964,-32825.25602538857,-21470.29547598586,-18389.609030940916
-71857.90740657608,-46810.78522159415,-39142.35184675503,-24807.853901405968,-51974.07892415627
-74118.48668111142,-22338.24436035505,-118927.90181255266,-18608.161809593657,-29669.01337315346
-18709.80019785883,-61697.97808963486,-100717.81182847943,-46487.34931849272,-16707.423581910884
-24431.238937982474,-120860.6401925207,-167529.97169160438,-18710.713813904968,-31160.926402889032
-307561.2836745733,-63608.30986209327,-53205.32255428014,-54643.69106543602,-21519.58034013841
-72669.78825671421,-165610.6291675654,-45670.10511472456,-30074.16568343806,-41289.49518301842
-17156.14378500429,-29736.740197938652,-107344.60046148006,-26887.031995058413,-44227.36314470251
-14216.13955247523,-57054.2764768103,-56983.31240493011,-75962.50693996288,-178667.256804975
-187866.92432700566,-41630.49144419843,-275648.88669472066,-27709.659995223443,-25402.368309355734
-159230.6714259562,-74408.85151994627,-49826.39663797678,-19930.962187212124,-35262.52610479724
-111224.39927564046,-311867.0901989804,-147289.7392165505,-31869.27906891269,-34210.437434012136
-64527.62328312667,-48111.399020959245,-117208.99491834389,-24893.14122107025,-16002.886237797526
-51693.282497979606,-74922.30714349332,-52283.00846829744,-182822.62820689214,-371838.3038863283
-212169.39851766944,-81388.01145515154,-13323.751544014956,-82293.3031914913,-61696.475103955985
-75929.13000422342,-31647.991441248545,-75210.82673182388,-51491.94636513731,-67307.57478169072
-131064.95676431339,-193610.68518412372,-26311.744475641102,-22826.228146577556,-61134.82796808671
-231546.79407500997,-34541.96295712106,-39917.01340943684,-100764.55386922204,-51815.59733081081
-61519.10093125054,-158971.09842542387,-39024.558328025996,-39323.61778261846,-39365.36368951903
-95605.70060158178,-49401.29417142642,-29475.714445670597,-4829.9251452362005,-34415.237118610436
-134731.93072641786,-310834.14142054884,-10133.640208100967,-81164.90753519585,-126582.49252829407
-35459.047875493445,-149385.6579020624,-95985.92165578695,-15406.916505215282,-28181.475022785962
-16162.255056526259,-153999.14209860808,-89166.29409474568,-38526.187516407386,-59185.02290941943
-23954.93023747784,-22109.04386267694,-16005.631950856243,-34447.36825529336,-9382.394182518497
-157365.42575842448,-95465.00137615147,-32399.483182967568,-59304.41668086431,-66238.37938274673
-45124.60828660095,-71263.08075230822,-92430.10542752151,-53221.92157339724,-36167.19419642747
-57901.66106273147,-108087.05579627502,-27416.69358163652,-84339.66388736297,-47395.77495890807
-38009.73378291286,-120658.04815461143,-38757.574444811675,-97514.5488145432,-51200.745675440674
-30462.246663573755,-25695.109642115436,-34708.66593499516,-91291.7682934472,-74477.12483158636
-81434.36089244229,-224526.12702350487,-77241.34859566367,-100885.59276697396,-40570.158573517765
-64191.63383098174,-57297.77618266865,-23280.763418234805,-31816.159848301777,-63552.400838124675
-88782.9470972138,-211232.04699917557,-55170.34795378649,-47577.4290735717,-90397.35575507794
-137355.9063973416,-30383.10944575185,-81611.03824990893,-37068.22572346392,-15434.971097305282
-54850.82071456696,-83122.52407102664,-14535.946247585674,-74745.91565280505,-80712.02824257004
-17803.946753063854,-36571.61897990827,-96829.71546844326,-65862.94058088055,-44883.796350880504
-112736.70361497735,-101125.20568220757,-33809.941006756984,-16104.308954982855,-38113.122650855286
-20610.2790340628,-138581.43292936645,-25836.628022079734,-21186.58530448623,-77009.42170896605
-55286.85802007454,-66177.81754028969,-73558.69405998991,-41196.76733259921,-47866.01668489933
-73776.39139052934,-75780.52124628084,-94374.89742918307,-66172.2138879181,-108344.32886178368
-63843.741112284086,-153716.026403117,-80309.73184691549,-95004.97743624813,-21623.58507867819
-54875.27529807537,-119138.3660463558,-95472.19537042959,-37458.12766009632,-65445.46630487445
-26100.763397235518,-70090.82960049852,-29468.56848735077,-117392.8749081852,-45450.70518218882
-10909.119431759003,-68695.80695595292,-70710.2840146963,-28123.302476860757,-78596.80510219585
-70914.10642268107,-50298.83211054039,-38070.86908130636,-158380.10635108443,-108447.33944000174
-102148.80611397601,-87342.9736948627,-54009.97269391314,-100906.4503478613,-32499.142974496677
-183099.59507332553,-64038.278854863274,-76756.16891360442,-34719.43783239899,-129214.28076280952
-48753.507396261295,-58200.800562740726,-16952.725263730907,-39557.24324378226,-43118.10461389831
-64338.702599057244,-24335.88929330666,-236878.75356755254,-39264.920961181306,-74872.09446046248
-151424.42345952545,-13542.437051496769,-94726.46686857389,-33805.12125837466,-48010.86120478758
-44550.877137490854,-89852.05048797226,-50268.115519381885,-3820.0946971236635,-51864.04227691321
-111759.47691266192,-24705.950613981695,-45129.85664300037,-61270.543834989025,-34139.3917575543
-14746.053898530166,-140989.3615573273,-172416.41898167314,-47683.009403430115,-91674.94940250803
-71803.60294776488,-61144.6962669323,-69788.43050970756,-21115.96371843545,-88899.72151051807
-48458.3993684091,-52077.807017207924,-57968.2309996691,-60340.78099297215,-21765.202952628293
-113329.09793144677,-24597.13143755695,-28201.90673235011,-34894.80049017814,-7369.81419113894
-290983.50565896794,-84881.92278680357,-17963.889760922917,-70230.99274978045,-67718.8566845789
-88657.52486452187,-14141.726264159543,-48607.62513436958,-74059.05494954405,-24779.766999153846
-27404.847466161737,-43647.66224757693,-28733.638599553058,-29063.616052887977,-20421.98519900083
-27179.27647309419,-123680.61629323973,-64932.587103247395,-18217.355228620956,-48409.069288528095
-41274.63804003656,-29233.477902894527,-54729.71698407229,-163210.13508891713,-45574.56887842442
-12610.684617487937,-16757.57561849574,-51713.624120629516,-15886.89825762811,-44549.40710103959
-64339.88381921648,-161976.4775639281,-235300.22058275974,-88901.68198080051,-33438.586920777714
-50293.196662881186,-80861.17198723168,-96214.76700827268,-35219.69704831866,-48536.76658793165
-91602.38492187762,-30462.649499528234,-140631.92922460852,-31374.547379875858,-23806.81513663806
-23072.057742872596,-59206.355407601324,-12080.851602965384,-117008.00948750797,-52087.06389471819
-33161.70549789654,-23326.03321141887,-50750.09505904451,-110525.25532228002,-88829.0936558247
-23299.189955817452,-68154.48206736727,-41901.44013481807,-76574.01923379135,-134090.90560411318
-101450.97589152982,-124283.5186337207,-11484.18710579494,-45643.20200098257,-34944.45598652229
-135114.54112157805,-79293.02947812503,-19403.174304735316,-58845.62207898162,-71124.22318944009
-42824.53969094192,-60314.322031768075,-45846.64323961161,-34576.85488287741,-13920.808998996768
-85039.46752787576,-18723.19320042723,-693305.0959574784,-40670.83824280248,-119481.25613063065
-44193.870190348985,-28356.03935480255,-5448.95963166969,-76411.73844925556,-32833.846696245455
-52271.20564332763,-16730.285051332095,-78499.66045879324,-109830.43327299602,-7007.3042191924615
-244798.98384821095,-11069.618479434917,-114079.82879049653,-19705.272852104208,-23272.974006848533
-78765.2043960508,-137754.97496398055,-138292.9555977641,-88257.41389706299,-45398.68516995997
-56066.1735167503,-80518.93100776807,-466058.1276181583,-48274.24081361886,-63688.87822208757
-53018.04135145547,-43805.73412083604,-11416.07146098839,-10429.197633134174,-16016.854995603486
-107084.28012896329,-80697.44319778415,-85997.57795141582,-33273.95676428962,-32901.7992650743
-59364.981212326944,-27592.313967116235,-209348.63819160446,-27970.29808489964,-17628.799517435942
-53828.12651045127,-40547.89462952542,-176894.4001786944,-41179.73321534437,-76587.38015215457
-33987.730984920054,-207076.27472782414,-62358.667101717394,-11559.116442151675,-15076.516929107944
-38348.15276595643,-43783.31972468423,-123855.34596268547,-39201.33937999155,-16203.05055567102
-57846.3619051607,-112537.74093304064,-58986.676338110585,-31077.01570841978,-75767.48619567983
-75647.6760060544,-94738.4150836629,-35806.31067494483,-62557.77579672607,-20569.89664432586
-70165.05851714127,-93027.31721478624,-19209.911581569617,-37782.59271391244,-86977.10107620938
-19535.155511291036,-54751.519010008415,-138188.9519732924,-41378.215095074505,-119445.71816494886
-103193.01362118324,-53774.55727674942,-327466.04895890015,-47356.97782835715,-37740.90629567041
-21861.83655527987,-329605.9621976819,-8177.574302866277,-108730.91602859618,-45247.68256051269
-20923.648090013845,-44755.7396324279,-15058.76582507194,-78555.52691279518,-11219.320629325708
-101949.82476974255,-45848.73007487213,-24346.455196459814,-203533.93825492685,-137831.2656152833
-37418.02886562737,-77004.01981974905,-169071.75359219362,-7314.125373526428,-24375.735571591584
-17218.566019801874,-134078.64725210745,-14339.78643066632,-21806.53732803087,-43832.41887110722
-40979.06369345311,-98110.81939579501,-30537.52267591188,-55796.06192147771,-50857.18886178466
-81552.42579421817,-90320.22106383421,-17142.778289893882,-46287.57836181412,-30704.3493031712
-311868.11773839366,-23718.77265736101,-11103.460711290767,-15890.124502168326,-12169.36564020565
-40807.989092303294,-29665.969843293722,-24314.14052514059,-24341.334587225407,-32746.177170248015
-47539.8511744836,-120055.70410371602,-24203.3559950509,-69346.27970369466,-31286.38632970487
-55190.945543732734,-134787.55416850882,-63718.77115128026,-101062.23372426475,-29256.974580267524
-63215.80305304768,-64758.826260471076,-292634.01598169067,-82465.16968723634,-107906.43775181157
-67151.68800507477,-27866.966404993826,-16517.920107476806,-21908.916599498843,-144961.7304066158
-15234.346881329517,-111244.00788699297,-39554.06295552834,-78315.10353134814,-53826.07359730406
-73838.5372896319,-81790.17040436377,-210391.90699600524,-26663.30950392667,-38284.57690176906
-130637.72140284858,-35432.92672918415,-123606.0610342873,-42278.153159325564,-12710.982714468677
-70832.78693754466,-79734.3904082411,-33190.71155990465,-23062.441200909107,-68296.32237563242
-44362.90190870594,-345656.58365693316,-21913.783010370298,-29410.225496769075,-31338.076533169096
-72842.30178962636,-123521.16741851631,-33427.86446099616,-75304.68319993319,-28381.757041272085
-258993.0435269427,-141341.9147770672,-182364.98872723023,-63389.41264812097,-40532.05064573731
-110697.49456376061,-181620.65781542964,-38791.13534675723,-59306.66983467138,-19931.84755792793
-28524.96889804568,-108038.75926621734,-76852.68469882986,-54912.85289847705,-252646.5659537522
-530084.5316993146,-30841.118762939375,-99225.84763501029,-135457.48792876402,-53402.27578072453
-263355.97544016066,-74466.51535442905,-51743.49127690594,-37106.044352830526,-55966.16288368124
-100109.63224827987,-59148.050524420454,-77469.59507826007,-21714.289928487855,-51939.59952206119
-57894.331895990545,-31244.284268837037,-102393.37990473217,-30622.793584442083,-71850.72594756648
-24608.93826484664,-250401.6116616204,-16266.704237618262,-23738.187235427737,-29130.796107870796
-68891.35419996263,-81655.85366089286,-31838.041484375663,-13745.32053779978,-33369.36037935138
-29599.426091887835,-27062.165923461132,-25959.1679530222,-64189.37492094795,-12412.290947754977
-84148.69037462506,-114448.55488941145,-131901.27172046312,-43211.33744691145,-75103.79083024718
-24492.74375689172,-82162.06591385513,-29236.720607085525,-39775.02192593834,-15296.006700351023
-184210.53470923135,-38913.78962659704,-44922.7503805977,-115199.47286021854,-51740.61560102678
-55111.3911814049,-71588.42583936235,-21842.754184165708,-40324.24859526619,-13505.153325191133
-15564.782233341266,-269617.29936932237,-151147.5736587113,-121631.65993697592,-67324.01338246581
-104163.21615929881,-53919.11786306139,-27401.70953785255,-76917.72776888804,-56244.172412885964
-43623.43892618042,-33869.78623993257,-13770.848207223937,-59541.267977644944,-39262.876575689545
-59535.59565294271,-42833.163009194104,-28941.0101919336,-27914.51598156009,-27444.280398384224
-42268.163769939565,-144381.6575890291,-58541.34038071476,-50130.12506697242,-51105.28149469988
-72366.86482232201,-119208.92901781315,-26069.41293876542,-53879.11303705833,-40183.90829837291
-86889.59806894278,-180317.74053078995,-37772.79873358731,-73186.03440530956,-11817.070699139635
-68240.51764193886,-56887.41534430967,-90293.2395528812,-42354.78483948424,-18731.858882873697
-58765.93442335001,-149077.0514907394,-100149.14587831462,-20291.224389014693,-43080.62877640028
-26473.47126957103,-43634.31664898674,-31675.106146702645,-245893.09114608073,-61263.53763309992
-37023.025987426074,-57518.30331280666,-194998.88297397044,-102251.20150472388,-12620.922629401655
-55142.46773732908,-86035.66161168172,-102772.90417660537,-149036.1872055288,-39060.68336273259
-25947.81740067571,-143828.47125883546,-94387.5177736078,-18817.52912391251,-153044.21238492575
-16306.98163979602,-20502.829463723247,-106328.53982374739,-9634.005035694901,-23014.094153544003
-11990.135059980861,-184480.35760368465,-88234.57987255644,-93513.77969979588,-16029.03572213264
-30875.707691979434,-43206.84330251499,-7048.248696884708,-54378.09455194374,-46006.78114745282
-62083.0850939536,-31703.549605190165,-66475.59406018208,-46459.3063621795,-34556.548962034474
-64095.91175194437,-35116.376054179316,-22544.173190489488,-63689.73355925955,-109460.43240636974
-119924.69230224424,-32221.478746776425,-44061.93649871902,-30359.985368962436,-113801.29076626006
-56288.38189203707,-35763.26536916428,-43625.969012152935,-172128.58011676866,-10314.475811373866
-64499.89609590215,-103716.09218817792,-41648.30914512657,-101200.81707970626,-47565.91661187449
-22429.282473738393,-221452.09705682105,-256761.9256591672,-14615.852941596695,-56001.058767594564
-27052.824036325674,-55119.91645257901,-146116.00174686784,-74476.7601750096,-68596.82875407138
-62679.35668975933,-32130.01711343027,-53927.429543187776,-41567.899878750715,-13500.274212441647
-113609.93036427104,-253107.36446406212,-114179.75322034552,-110624.57677511044,-21759.00961926196
-51274.324252665145,-112049.46832435479,-151740.5599146513,-51686.71730296872,-9314.198362573725
-25823.59713139251,-79599.07587182915,-47932.35917138663,-98915.46484732634,-14625.096947852198
-9560.870317194996,-52997.08368648752,-347416.3586629956,-46767.40398485965,-15145.810743142629
-179561.0957631961,-270181.77887080266,-23293.009183651255,-27596.003993363778,-17632.61324297273
-38104.28980431391,-166385.39617078664,-63512.329548313704,-25917.640821917546,-14583.195103439682
-12567.353027550595,-207803.1569965651,-39906.705750290625,-34124.5604580688,-223430.4623471539
-15402.817409519515,-230937.01482209665,-39747.838110765624,-63432.16756872199,-81369.58508323385
-38842.70431945149,-60672.173285511235,-101449.69240279807,-29730.6342914897,-10739.308239884514
-119455.34569680058,-50203.68077841059,-14185.471199453948,-69774.54970660155,-20000.910771957588
-132255.0414901312,-493366.3219285975,-109106.87545869395,-61960.99938647223,-173492.48586429894
-42855.909679656506,-39622.83744073731,-43635.549164789874,-72722.46391008982,-73330.29757307407
-31354.84393814992,-85075.24209501673,-72625.71022816471,-77135.35712763456,-20511.63783561977
-28288.285602166896,-50672.053589991905,-92951.70692111498,-303559.83331996214,-9860.443820291477
-33196.43701101162,-127245.25617525335,-125687.57037267022,-41959.22280514118,-131531.65774075704
-132603.3832423158,-211509.05668753816,-15595.764635971387,-52123.15182558006,-127200.87683058165
-11482.238702913764,-62300.78173079355,-62254.09035027444,-101957.10559121032,-37769.99247474686
-22732.620239257332,-60178.69348596953,-41465.30504057645,-63087.902688783106,-66478.00062221056
-71399.08600733448,-156025.92269486468,-26350.14541863049,-37199.15425829304,-9863.27774414012
-26606.369294548247,-62269.59451567919,-98189.9257609347,-161728.5130361321,-34429.96047384739
-8925.32166411002,-53571.54282113341,-71416.40770630441,-101568.38372818209,-58051.249368055825
-98941.23489186425,-18803.06542721378,-191591.40374698536,-30518.12970460782,-25800.201892829326
-76175.28119749244,-68243.87650030166,-87696.50875844614,-73342.78942112863,-58171.6058867679
-176410.11165930258,-254365.21198208354,-28800.53050201481,-36859.70214446439,-32967.108016519414
-35933.49606107961,-28736.583565368317,-148707.6851736503,-158834.58886559037,-146596.6379851459
-12801.775675088573,-94345.8799438855,-4751.33372663238,-8660.635740760617,-1506.0989700828568
-134694.32093129604,-28319.454337926276,-234070.93889858804,-38704.2206354721,-40707.932625127934
-37219.335552228775,-146396.15268268494,-166697.1482068758,-43710.05774555266,-32667.666751469234
-91970.88653046775,-63570.545441784896,-114351.80879192233,-114080.9444520446,-31302.042714045256
-76564.39303767169,-161930.69654815426,-15700.731147137967,-132177.38791207536,-45122.269088629146
-32369.76467109154,-35323.61499565705,-80211.01230182678,-31621.92119631835,-19669.65902129498
-311789.6306044542,-46692.75171468558,-124115.02159394711,-52333.347776833194,-25231.43577229944
-10557.726626418042,-62082.01829841281,-175654.71625469465,-48502.05303850567,-107648.44938729581
-46999.61470940879,-52476.56937929675,-25656.26619309022,-219818.33520523625,-16986.10947698543
-35953.601142742344,-120449.98235218227,-16079.451792949334,-57857.30309776789,-72257.23216196169
-117818.21038494942,-269800.5115540391,-51111.38110510137,-84840.5705573941,-23739.741086118855
-22789.755747624215,-82898.26721689515,-31094.002569411987,-37484.700253913266,-65976.60692876147
-28865.72280584918,-41699.423072199264,-119925.7644329288,-33328.38662062668,-56948.855763455686
-48384.17616895662,-204915.216707114,-122655.95786538957,-42952.173197510936,-46461.26050649049
-67394.32031971621,-42062.67330256936,-37356.16680472824,-21567.04107281051,-18946.96600886752
-80288.18724921509,-61476.57820713451,-270905.88031478313,-52440.56735362557,-74973.52093769265
-184442.5206483069,-76273.08651895342,-53136.08506298801,-39335.35302008578,-20317.03599158957
-34145.065463170205,-55314.565528104315,-373434.5162321227,-63211.551260827895,-30112.99111790886
-160835.03670089645,-32837.67876334986,-11580.23629995319,-39501.43913419755,-59038.97124721552
-14337.256314837712,-70627.32722014995,-29853.30297692575,-21979.819811332618,-192280.54965438176
-83358.7730333946,-54451.761375092094,-44785.79984051143,-44180.527921286004,-43512.09390330317
-26416.0847754009,-148578.3259076308,-128376.49051266175,-45276.606458153256,-25120.952672560587
-160567.0943300723,-126956.69325755656,-49543.92310967262,-77222.47905020663,-80269.78951490959
-57839.88951149251,-64055.03938618366,-128180.31256877171,-296743.11135001486,-64031.05058612175
-111717.10773490522,-203932.3876318524,-17279.225089785195,-38489.37111208961,-38286.775999812126
-371043.76566972234,-38462.33946159955,-82181.51129517453,-75459.21487656883,-100667.6393259371
-140085.69563410422,-32034.6033679115,-13216.4148090394,-46269.553783656156,-52679.13914968437
-7980.622388159448,-108270.24250830397,-10924.255751898427,-51348.448859867196,-107899.85605960626
-254944.73006219207,-69318.31006220385,-186413.55217430432,-62870.10511582337,-42226.33158382693
-22884.800864108503,-66090.17774033816,-160732.4504007436,-72989.22752179437,-30314.25437495019
-136176.6322405302,-66731.02339964904,-393721.4361990861,-172655.5039674659,-38511.33176707331
-52567.656197228964,-23453.167483937974,-91865.44826040174,-210711.10717448898,-54272.75784366588
-65799.47272672012,-166877.9917240144,-10402.545040851508,-14272.88253044225,-67631.3585361474
-198512.9145496715,-35365.83870137642,-53540.06917136813,-64588.072096390766,-10130.895019408108
-47466.47464522055,-85324.23003895435,-62852.959775490686,-50818.23084824686,-128841.36743796867
-43321.593410459536,-108113.70521225993,-56988.225237270366,-48213.74261844176,-37356.070435234236
-123170.4237566205,-164781.7764963332,-33636.472219356336,-22338.45130687265,-37920.603820056
-25843.621802788177,-225184.58160776616,-135478.30464413096,-57624.341102794446,-77515.25947249643
-37709.88097077182,-294145.43042046943,-89026.7723784381,-74553.62719636106,-46553.89759345109
-41202.90625099356,-59641.09179905442,-72440.89276665956,-183412.9791522832,-16829.378643189615
-45796.706049120025,-41879.51698488222,-38207.56194862295,-73076.49087529886,-76035.91178411605
-46972.93405720038,-135924.32607519327,-82852.08767013428,-46057.18962957341,-45116.907642400874
-11602.51534287038,-229139.20881451562,-65106.117898049015,-40776.19093387047,-78631.40531583453
-62384.51900577183,-72213.3377581906,-429837.7907678321,-78017.569147069,-9034.682422283186
-70391.91313939473,-41962.73322973917,-95582.49893361343,-42645.57671028702,-45345.66795108151
-16525.24828987241,-19370.590228405028,-13159.816353633494,-14862.916491309941,-140495.6392161854
-230470.30166618322,-79878.78831550306,-27269.05097207232,-65994.67590286476,-215248.04515231206
-33163.607062781215,-265950.2495268674,-71198.66841104534,-25956.558296678642,-104851.10921062232
-73555.39333241864,-54391.871350544716,-88191.53857920387,-40408.17678657214,-46183.9054394268
-94265.1048828281,-145967.61981338076,-419286.50116320734,-96867.46867945603,-10283.900511190794
-62829.94498669076,-88079.61906186197,-82357.95959119059,-57181.333785228155,-21353.76201334984
-34159.163508225174,-66657.91486951642,-101543.04731394589,-42496.744546290975,-58474.71752478016
-37268.4179483601,-128649.1928902111,-28464.263965726805,-47787.71282773148,-74008.15910150931
-41221.42047027147,-43754.05736832493,-93965.83158022862,-93744.67788673798,-23982.60350166753
-197357.28938374884,-230923.4206814842,-40131.142997774456,-21514.568510633257,-42695.04648138867
-62227.829593464245,-198322.3458791494,-34380.39569158379,-111930.65738148132,-30603.16471050145
-39519.66944588666,-139915.18065916217,-58163.732620502735,-14920.000463668654,-12215.985328682113
-62006.4311325914,-262031.16301421466,-24664.37108186624,-108888.96064085836,-63248.1600055116
-110222.63616493311,-62900.32453751249,-45775.09496781355,-22425.028286634813,-56323.85525936919
-48768.68542043473,-71088.77132838071,-91699.31144659904,-82145.46154505374,-21091.708093466794
-130809.75379383471,-66514.43244646725,-34605.874580146825,-42223.45937067008,-50979.07877725329
-6486.049099176066,-75932.1918520077,-140108.59947303653,-76015.42810092401,-194952.97282045358
-41701.70470310998,-64748.17953482634,-48681.867033905815,-38058.61882219733,-45211.95486358079
-59051.44076273676,-103182.291715676,-26730.76951239393,-65967.78734700895,-18070.680796332766
-55574.86013498509,-92666.97012823817,-55585.034861906795,-22852.405063850034,-20967.08142790385
-28192.59072141585,-43122.329056876435,-22067.278649272048,-28764.2677204571,-96545.83217506949
-63222.490509899595,-47938.421066768475,-77151.88956166587,-101922.43660787022,-28418.018566018018
-56887.75787261305,-102972.98371362803,-41457.431119918816,-28032.162491875206,-11836.66633351065
-52176.521976025906,-23725.102115098744,-111361.11623117789,-38999.48842038316,-37882.78952045825
-100073.66492206922,-54581.389875691195,-173111.73773788442,-28278.650372593827,-45821.902232926965
-161596.4211146163,-52464.38201410808,-16909.552811725735,-26735.217733357957,-37728.789370455765
-163853.25118001323,-103697.70483230322,-22964.675586568,-18749.50848229658,-62706.44459151561
-17151.747652117305,-109593.75482011848,-21748.101997266036,-21455.390318368492,-12486.05126767452
-120897.46281892023,-165879.14575796382,-251150.81452698566,-27977.271477312443,-17947.356844837203
-31299.342120583162,-40786.65270363277,-15881.95180995792,-104700.07003212755,-21782.096129565158
-193563.64332742195,-69389.56994325823,-63522.545798088686,-64106.50114882253,-43199.65723465628
-183931.80077960575,-47128.25575927522,-94719.31706040763,-67164.75769528605,-217294.30970668973
-64776.29786751412,-25479.717466006463,-39060.40236838293,-34595.34738186737,-106503.93965909499
-61432.82120376772,-73105.86971272063,-35876.22994508533,-25177.70865470925,-35572.171944116606
-93065.75598891974,-55800.11353859147,-65817.18786556275,-63304.59279320935,-47400.25033404401
-53126.24727557546,-106105.120491826,-41360.60197224451,-54082.57761781844,-38212.5549459508
-49952.2348662144,-28573.680353743905,-154652.86800606208,-210242.43687926588,-22402.22219656374
-85391.97463083325,-107260.95290676564,-33860.94023062059,-5751.743309982123,-110550.85437661153
-55550.36626217378,-50128.0716420048,-72834.57038931118,-83796.7049222221,-51131.86369303973
-38996.28388662223,-65033.68687500659,-25679.003480288895,-167580.18451037945,-18427.88308737607
-87589.49780775023,-102726.51227862411,-17833.894863820904,-49647.64081622414,-51792.40394767163
